shop_name,shop_star,shop_comment,shop_price,shop_region,shop_category
王牌大虾(南市旗舰店),4.0,399,69,南市,虾蟹火锅
该爷大炸院·乐山油炸串串·跷脚牛肉(滨江道店),4.8,103,48,滨江道,川菜馆
成记潮汕粥(五大道店),4.8,2096,100,五大道,广州菜
江户时代日式自助烤肉,4.8,463,260,和平路,日式自助
椒媚川菜.水煮鱼(天河城店),4.8,6128,90,滨江道,酸菜鱼/水煮鱼
芳竹园火锅(友谊新天地店),4.9,467,64,滨江道,四川火锅
老金铜锅涮羊肉·烧烤,4.0,1010,66,南市,老北京火锅
芳竹园火锅(欧乐店),4.9,3273,68,滨江道,四川火锅
肥猫烤翅(锦州道店),4.6,10303,55,滨江道,烤翅
野紫苏日式火锅•放题(和平保利广场店),4.8,2913,145,南市,自助餐
Laksa House 叻唦之屋,4.5,2695,47,滨江道,东南亚菜
鑫海汇烤肉海鲜自助(滨江道店),4.7,33710,70,滨江道,自助餐
竹藏日本料理(解放北路店),4.7,707,167,小白楼,日本料理
鱻伊家,4.9,287,73,鞍山道沿线,日本料理
唐拉雅秀酒店-唐苑中餐厅,4.5,419,111,滨江道,粤菜馆
不二大虾火锅(恒隆店),4.8,180,71,和平路,海鲜火锅
东方之珠粤味海鲜城(和平店),4.4,3617,97,五大道,粤菜馆
觅思特铁板鸡(滨江道店),4.8,252,66,滨江道,韩国料理
炙上烤肉(麦购店),4.5,271,72,滨江道,融合烤肉
牛华巷·明炉牛腩煲(保利广场店),4.1,30,50,南市,火锅
狗不理大酒店(和平店),4.0,3461,124,和平路,天津菜
食度·猪肚鸡火锅(恒隆广场店),4.8,1501,115,和平路,猪肚鸡火锅
木村·京都Omakase料理,4.9,794,1525,滨江道,日本料理
天津大学四十二斋餐厅,4.6,900,51,海光寺/六里台,天津菜
鲸岚·酩町中式酒馆(营口道店),4.8,1637,97,滨江道,融合烤肉
懒人瞎吃,4.6,338,41,滨江道,其他美食
峰豪食府,4.2,225,60,海光寺/六里台,特色菜
王婆大虾(南开店),4.3,721,63,海光寺/六里台,虾蟹火锅
稻吉深夜酒场·烧鸟(四平东道店),4.9,991,125,和平路,日本料理
Turka土耳咖·Gourmet(滨江道店),4.8,489,85,和平路,西餐
凤厨顺德菜,4.0,7,,五大道,顺德菜
烧江南烤肉(天河城店),4.7,1311,122,和平路,融合烤肉
半天妖烤鱼(保利店),4.9,1839,67,南市,烤鱼
杨小涛跷脚牛肉面(天津一店),4.5,2711,41,小白楼,面馆
盛茂祥砂锅(湖北路店),4.7,628,30,小白楼,天津菜
首跑蹄儿餐厅,4.7,2162,88,南市,韩国料理
刀叉遇上筷子·夜宵(和平店),4.9,6771,91,滨江道,西餐
三合醉串酒场,4.8,495,172,南市,日本料理
热啊餐厅东南亚美食(和平大悦城店),4.6,4164,77,滨江道,南洋中菜
王婆大虾(友谊新天地店),4.4,1582,78,滨江道,虾蟹火锅
大千炉匠·日料全餐,4.5,41,116,五大道,日本料理
1618清真公馆(马场道店),4.1,1030,230,五大道,私房菜
渔鸽仔·烧烤乳鸽海鲜·夜宵(成都道店),4.5,100,107,五大道,烤串
哥凹糕(滨江道店),4.3,1559,32,滨江道,甜品
辣小二脆毛肚火锅(万德庄旗舰店),4.8,1236,103,海光寺/六里台,重庆火锅
粤秀小厨,4.5,1399,99,滨江道,粤菜馆
牛庵·M12-Class和牛烤肉料理(和平恒隆广场店),4.8,2163,252,和平路,融合烤肉
家兴餐厅(辽宁路店),4.7,543,71,和平路,天津菜
鱼酷活鱼烤鱼(乐宾店),4.8,4648,94,滨江道,烤鱼
九田家黑牛烤肉料理(米莱欧百货店),4.8,2424,106,滨江道,韩式烤肉
拐枣巷很成都(滨江道店),4.8,1953,76,滨江道,串串香
尚渔味双拼烤鱼(万德庄店),4.7,441,84,海光寺/六里台,烤鱼
那虎妞炒鸡(乐宾店),4.8,546,50,滨江道,创意菜
日牛涮涮锅·和牛寿喜烧日式放题(和平伊势丹店),4.5,2617,130,滨江道,日式自助
胖哥鸡肉串·怪味火锅鸡,4.2,108,50,西康路沿线,烤串
花田居酒屋,4.9,1812,154,滨江道,日本料理
珑隆家·串串遇上锅儿,4.9,1165,61,西康路沿线,串串香
囍er· SEAR STEAK GRILL & BAR,4.8,93,357,鞍山道沿线,牛排
康太太沙茶面,4.4,298,41,滨江道,小吃快餐
芳焰称盘干拌麻辣烫(恒隆店),4.7,246,60,和平路,四川火锅
悦林湾卢渔翁鲜焖纸包鱼(万德庄店),4.8,603,69,海光寺/六里台,烤鱼
茉莉精品火锅姿造,4.5,229,135,五大道,海鲜火锅
山上下日式烤肉(世纪都会店),4.3,93,142,滨江道,日式烧烤/烤肉
大吉利·潮汕牛肉火锅(万峰路店),4.8,2859,93,海光寺/六里台,潮汕牛肉火锅
BETTERBURGERS,4.6,143,60,五大道,西餐
五福全蟹宴·传胪中式茶餐厅,4.2,482,144,小白楼,茶餐厅
bluefrog蓝蛙(恒隆广场店),4.8,4163,161,和平路,西餐
港隆八十六號(和平店),4.5,950,48,滨江道,茶餐厅
蚝吉利生蚝火锅(新华路店),4.5,71,138,和平路,海鲜火锅
天空厨房·铁板烧(滨江道店),4.6,832,91,滨江道,日式铁板烧
乐处·招牌鹅肝饭料理店,4.9,1358,154,滨江道,日本料理
隐樂門•盛唐融合火锅,4.3,84,78,西康路沿线,四川火锅
炉石六本目炉端烧専門店(和平总店),4.9,4788,181,五大道,日式烧烤/烤肉
潮伦·音乐海鲜自助火锅,4.0,128,101,滨江道,自助餐
马路边边串串香(五大道店),4.9,1860,88,五大道,串串香
木屋烧烤(万德庄店),4.6,810,86,海光寺/六里台,烤串
阿蔵居酒屋AGURA,4.9,3226,279,五大道,日本料理
海石湾·清真Traveler(乐宾店),4.9,3810,94,滨江道,西餐
胜家·日式炸猪排(和平路店),4.9,1740,74,和平路,日本料理
黄尚客牛排自助餐厅,4.3,866,66,和平路,自助餐
芊队长串串香火锅(南京路店),4.6,153,76,鞍山道沿线,自助餐
