shop_name,shop_star,shop_comment,shop_price,shop_region,shop_category
鑫顺源餐厅,3.5,2,,宝坻区,天津菜
红红火火快餐,3.6,2,,宝坻区,快餐简餐
胡氏自助骨头馆,3.5,5,,宝坻区,自助餐
邹海阔正宗鸡公煲,3.6,1,,宝坻区,川菜馆
馋胖肉蟹煲(红川店),3.5,35,50.0,宝坻区,快餐简餐
金麦穗香河肉饼店,3.8,11,33.0,宝坻区,小吃
拼搏快餐店河间驴肉火烧,3.5,1,,宝坻区,快餐简餐
鱼籽匠·韩式鱼籽拌饭,3.6,5,,宝坻区,韩国料理
鱼籽匠·韩式鱼籽拌饭,3.5,1,,京津新城,韩国料理
大厨小灶鱼头泡饼(六中店),3.5,1,,宝坻区,快餐简餐
瑞满柴火铁锅炖鱼,3.5,7,,宝坻区,东北菜
老火炕农家院,3.5,1,,宝坻区,东北菜
徳圣堂食府,3.5,7,,宝坻区,东北菜
老味香·农家铁锅炖家常菜(宝坻店),3.5,1,,宝坻区,东北菜
老兵大灶台,3.5,1,,宝坻区,东北菜
酥杨杨宫廷糕点,3.4,1,,怡购商业广场,面包烘焙
宝坻服务区餐饮部,3.6,31,48.0,宝坻区,快餐简餐
天府川菜,3.5,1,,京津新城,快餐简餐
通江饭庄,3.5,3,,宝坻区,其他中餐
河间正宗驴肉火烧(广川路),3.5,4,,宝坻区,小吃
好面坊(手擀面),3.5,4,,宝坻区政府,面馆
二姑包子,3.5,2,,宝坻区,包子
麦多馅饼土豆粉,3.6,21,15.0,宝坻区,小吃快餐
东顺居大锅贴,3.5,2,,京津新城,生煎/锅贴
老敬饭店海鲜水饺,3.6,3,,宝坻区,饺子
头锅汤一碗香羊汤馆(康特街店),3.8,14,,宝坻区,快餐简餐
肠来尝往,3.5,1,,宝坻区,小吃
蜀都火锅蜀都串吧,3.5,2,,京津新城,烤串
刘一碗羊肚(新上品店),3.5,2,,宝坻区,快餐简餐
刘长根正宗驴肉火烧(钰华街店),3.5,3,,宝坻区,小吃
Your COFFEE FLORAL,3.3,3,,宝坻区,咖啡厅
巴蜀小馆,3.5,1,,宝坻区,川菜馆
骨稻香排骨米饭(新都汇店),3.5,2,,宝坻区,快餐简餐
金孔雀傣味轩,3.5,3,,京津新城,快餐简餐
老家肉饼(中医院店),3.6,32,13.0,宝坻区,快餐简餐
张亮麻辣烫(南关大街店),3.5,17,23.0,宝坻区政府,麻辣烫
荣膳荷水城羊肉粉,3.6,2,,宝坻区,米线
邹海阔鸡公煲,3.6,4,,宝坻区,川菜馆
鼎味居,3.5,1,,宝坻区,烤鱼
大碗刘沸腾鱼,3.5,2,,宝坻区,川菜馆
情醉川府,3.5,1,,宝坻区,川菜馆
重倾重庆鸡公煲(重倾快餐店),3.5,1,,宝坻区,川菜馆
川香阁(珠江北环西路店),3.5,1,,京津新城,川菜馆
羊肉泡馍,3.5,1,22.0,宝坻区,小吃快餐
龙湾人家,3.7,6,,宝坻区,其他美食
老韩福客林食府,3.7,7,,宝坻区,其他美食
云集食府,3.5,2,,宝坻区,其他中餐
圆梦居饭店,3.5,3,,宝坻区,其他中餐
老三羊汤馆,3.6,9,13.0,宝坻区,快餐简餐
同顺饭店,3.5,2,,宝坻区,其他中餐
宝平水果,3.0,,,宝坻区,水果店
笋角仙●螺狮粉,3.5,1,,宝坻区,小吃快餐
哈尔滨饺子王(宝坻店),3.6,4,,宝坻区,饺子
刚子清真烧烤,3.5,1,,宝坻区,烧烤烤串
路边摊螺蛳粉,3.5,7,,宝坻区,小吃快餐
红薯王(馨逸家园店),3.5,1,,宝坻区,面馆
董记煎饼,3.5,1,,宝坻区,快餐简餐
羊老爷火锅,3.0,,,宝坻区,牛羊肉火锅
粉爱上馍(苑北路店),3.6,4,,宝坻区政府,米线
大年初一手工水饺,3.6,18,,宝坻区,饺子
清真小吃店(南三路店),3.6,14,33.0,宝坻区,小吃
忆食代(马家店),3.6,13,,宝坻区,烧烤烤串
傻子大饼羊杂,3.8,5,,宝坻区,快餐简餐
冒菜重庆小面,3.5,2,22.0,怡购商业广场,面馆
早一点大食堂(潮阳花园店),3.8,28,14.0,宝坻区,粥店
鸿香阁火锅烧烤,3.5,1,,京津新城,烤串
秋旺早点,3.8,8,,宝坻区,快餐简餐
姐弟俩土豆粉(南关大街店),3.7,30,19.0,宝坻区,小吃快餐
快食侠黄焖鸡米饭,3.7,4,,宝坻区,黄焖鸡
兆旺云南过桥米线,3.7,5,,宝坻区,米线
张亮麻辣烫(逸城雅园店),3.7,3,,怡购商业广场,麻辣烫
碗秀山城(百代富地店),3.7,9,,怡购商业广场,快餐简餐
馋娃娃手工炸串南三路店,3.6,3,,宝坻区,炸鸡炸串
熊家.韩式炸鸡,3.6,2,,宝坻区政府,炸鸡炸串
田二姐熟食凉菜大饼,3.6,1,,宝坻区,熟食熏酱
温泉城服务区围炉锅盔,3.6,6,,宝坻区,小吃快餐
韵香阁饺子馆,3.7,8,,宝坻区,饺子
金夜小串酥闷猪蹄,3.6,4,,宝坻区,小吃快餐
